year,country,GDP
1961,厄瓜多尔,979108806 
1961,叙利亚,945244992 
1961,塞内加尔,836493109 
1961,肯尼亚,792959472 
1961,新加坡,764634783 
1961,牙买加,748028839 
1961,卢森堡,704145671 
1961,马达加斯加,699161943 
1961,赞比亚,696285714 
1961,喀麦隆,657597382 
1961,多米尼加,654100200 
1961,柬埔寨,642857134 
1961,科特迪瓦,618245639 
1961,玻利维亚,612518906 
1961,巴拿马,599026300 
1961,特立尼达和多巴哥,584961208 
1961,阿富汗,548888895 
1961,尼泊尔,531959561 
1961,哥斯达黎加,490325181 
1961,尼日尔,485785234 
1961,乌干达,441524109 
1961,洪都拉斯,356200000 
1961,布基纳法索,350247237 
1961,乍得,333975336 
1961,塞拉利昂,327834680 
1961,海地,271066000 
1961,冰岛,253885656 
1961,巴布亚新几内亚,244832035 
1961,尼加拉瓜,240524723 
1961,贝宁,235668222 
1961,布隆迪,202999992 
1961,索马里,191659914 
1961,巴哈马,190098039 
1961,圭亚那,185848451 
1961,利比里亚,183920900 
1961,马拉维,174576508 
1961,加蓬,167637907 
1961,刚果（布）,151675739 
1961,多哥,126396469 
1961,中非,123134584 
1961,卢旺达,122000016 
1961,斐济群岛,116987784 
1961,毛里塔尼亚,107726205 
1961,苏里南,107700000 
1961,百慕大,89249986 
1961,斯威士兰,43025199 
1961,莱索托,35699286 
1961,博茨瓦纳,32902336 
1961,伯利兹,29964370 
1961,圣文森特和格林纳丁斯,13999883 
1961,圣基茨和尼维斯,12483229 
1961,塞舌尔,11592024 
1962,美国,605100000000 
1962,英国,81247564156 
1962,法国,75607529809 
1962,日本,60723018683 
1962,意大利,50383891898 
1962,中国,47209359005 
1962,加拿大,42227447631 
1962,印度,42161481858 
1962,阿根廷,24450604877 
1962,巴西,19926293839 
1962,澳大利亚,19892485160 
1962,瑞典,18667251380 
1962,西班牙,16138545209 
1962,墨西哥,15200000000 
1962,荷兰,14647057370 
1962,比利时,13264015675 
1962,瑞士,11879982758 
1962,委内瑞拉,8946969696 
1962,土耳其,8922222222 
1962,南非,8497996604 
1962,丹麦,7812968114 
1962,奥地利,7756110210 
1962,芬兰,6340580854 
1962,新西兰,6077496267 
1962,挪威,6066976682 
1962,智利,5416272727 
1962,希腊,5213047711 
1962,孟加拉,5081413339 
1962,哥伦比亚,4955543963 
1962,尼日利亚,4909302953 
1962,伊朗,4693566416 
1962,菲律宾,4399827767 
1962,巴基斯坦,4310163796 
1962,刚果（金）,3779841428 
1962,葡萄牙,3668222357 
1962,泰国,3308912796 
1962,秘鲁,3286773187 
1962,韩国,2814318516 
1962,以色列,2510000000 
1962,摩洛哥,2379606422 
1962,爱尔兰,2260349684 
1962,波多黎各,2094400000 
1962,马来西亚,2001502678 
1962,阿尔及利亚,2001468867 
1962,伊拉克,1954634836 
1962,乌拉圭,1710004407 
1962,香港,1612346412 
1962,苏丹,1541666666 
1962,斯里兰卡,1434156378 
1962,加纳,1382515590 
1962,危地马拉,1143600000 
1962,津巴布韦,1117601600 
1962,叙利亚,1110565863 
1962,厄瓜多尔,958598195 
1962,肯尼亚,868111400 
1962,塞内加尔,857425916 
1962,新加坡,826244609 
1962,多米尼加,824100000 
1962,牙买加,777712445 
1962,卢森堡,741509480 
1962,马达加斯加,739286906 
1962,喀麦隆,699373701 
1962,赞比亚,693142857 
1962,玻利维亚,669722541 
1962,柬埔寨,660000008 
1962,巴拿马,652120900 
1962,科特迪瓦,645284344 
1962,特立尼达和多巴哥,619319197 
1962,尼泊尔,574091101 
1962,阿富汗,546666677 
1962,尼日尔,531736492 
1962,哥斯达黎加,479180824 
1962,乌干达,449012578 
1962,洪都拉斯,387750000 
1962,布基纳法索,379567178 
1962,乍得,357635713 
1962,塞拉利昂,342721579 
1962,冰岛,284916516 
1962,海地,281896800 
1962,尼加拉瓜,265291588 
1962,巴布亚新几内亚,261184037 
1962,贝宁,236434906 
1962,布隆迪,213500006 
1962,巴哈马,212254901 
1962,索马里,203531927 
1962,圭亚那,194948375 
1962,利比里亚,191861800 
1962,马拉维,183116337 
1962,加蓬,182796536 
1962,刚果（布）,166521239 
1962,多哥,132237441 
1962,卢旺达,125000008 
1962,中非,124482748 
1962,斐济群岛,122906434 
1962,苏里南,116150000 
1962,毛里塔尼亚,111148610 
1962,百慕大,94149985 
1962,斯威士兰,45927061 
1962,莱索托,41859162 
1962,博茨瓦纳,35643207 
1962,伯利兹,31856922 
1962,圣文森特和格林纳丁斯,14524878 
1962,塞舌尔,12642026 
1962,圣基茨和尼维斯,12541562 
1962,赤道几内亚,9122751 
1963,美国,638600000000 
1963,英国,86561961812 
1963,法国,84759195105 
1963,日本,69498131797 
1963,意大利,57710743059 
1963,中国,50706799902 
1963,印度,48421923458 
1963,加拿大,45029988561 
1963,巴西,23021477292 
1963,澳大利亚,21507447642 
1963,瑞典,20204870629 
1963,西班牙,19074913947 
1963,阿根廷,18272123664 
1963,墨西哥,16960000000 
1963,荷兰,15891241386 
1963,比利时,14260017387 
1963,瑞士,13063643795 
1963,土耳其,10355555555 
1963,委内瑞拉,9753333333 
1963,南非,9423396234 
1963,奥地利,8374175257 
1963,丹麦,8316692385 
1963,芬兰,6885920328 
1963,新西兰,6638937283 
1963,挪威,6510239502 
1963,刚果（金）,6213185742 
1963,希腊,5895278024 
1963,智利,5668187500 
1963,孟加拉,5319458351 
1963,尼日利亚,5165489010 
1963,伊朗,4928628018 
1963,菲律宾,4875309866 
1963,哥伦比亚,4836166666 
1963,巴基斯坦,4630827383 
1963,韩国,3988784572 
1963,葡萄牙,3905734459 
1963,秘鲁,3600957771 
1963,泰国,3540403456 
1963,以色列,2992333333 
1963,阿尔及利亚,2703014867 
1963,摩洛哥,2657247327 
1963,马来西亚,2510126747 
1963,爱尔兰,2430843768 
1963,波多黎各,2333600000 
1963,伊拉克,1978437692 
1963,香港,1935298266 
1963,苏丹,1568333333 
1963,加纳,1540797516 
1963,乌拉圭,1539681490 
1963,危地马拉,1262800000 
1963,斯里兰卡,1240672268 
1963,叙利亚,1200447429 
1963,津巴布韦,1159511700 
1963,厄瓜多尔,1038389642 
1963,多米尼加,940799900 
1963,肯尼亚,926589348 
1963,新加坡,917614007 
1963,塞内加尔,886387156 
1963,牙买加,826690466 
1963,卢森堡,791140595 
1963,科特迪瓦,761047045 
1963,马达加斯加,759345862 
1963,阿富汗,751111191 
1963,柬埔寨,728571437 
1963,喀麦隆,723624365 
1963,巴拿马,722784500 
1963,玻利维亚,721142957 
1963,赞比亚,718714285 
1963,特立尼达和多巴哥,678235373 
1963,尼日尔,586294761 
1963,乌干达,516147798 
1963,哥斯达黎加,511902136 
1963,尼泊尔,496947904 
1963,洪都拉斯,410200000 
1963,布基纳法索,394040749 
1963,乍得,371767002 
1963,塞拉利昂,348546952 
1963,冰岛,340061650 
1963,海地,294883400 
1963,尼加拉瓜,292916241 
1963,巴布亚新几内亚,275968039 
1963,贝宁,253927646 
1963,巴哈马,237745098 
1963,布隆迪,232749998 
1963,索马里,216145935 
1963,利比里亚,200229600 
1963,马拉维,190816183 
1963,圭亚那,175756868 
1963,刚果（布）,172233430 
1963,加蓬,154480244 
1963,多哥,143255784 
1963,斐济群岛,129454728 
1963,中非,129379097 
1963,卢旺达,128000000 
1963,苏里南,125950000 
1963,毛里塔尼亚,113797382 
1963,百慕大,96366652 
1963,斯威士兰,54128377 
1963,莱索托,47039059 
1963,博茨瓦纳,38091150 
1963,伯利兹,33749405 
1963,塞舌尔,13923029 
1963,圣文森特和格林纳丁斯,13708219 
1963,圣基茨和尼维斯,12833226 
1963,赤道几内亚,10840095 
1964,美国,685800000000 
1964,英国,94407558351 
1964,法国,94007851047 
1964,日本,81749006381 
1964,意大利,63175417019 
1964,中国,59708343488 
1964,印度,56480289940 
1964,加拿大,49377522896 
1964,阿根廷,25605249381 
1964,澳大利亚,23764139321 
1964,瑞典,22532416750 
1964,西班牙,21343844643 
1964,巴西,21211892259 
1964,墨西哥,20080000000 
1964,荷兰,18699380731 
1964,比利时,15960106680 
1964,瑞士,14480556571 
1964,土耳其,11177777777 
1964,南非,10373995854 
1964,丹麦,9506678762 
1964,奥地利,9169983885 
1964,委内瑞拉,8099318181 
1964,芬兰,7766655085 
1964,新西兰,7274144350 
1964,挪威,7159202706 
1964,希腊,6669673257 
1964,智利,5982347826 
1964,哥伦比亚,5973366666 
1964,尼日利亚,5552822483 
1964,孟加拉,5386054619 
1964,伊朗,5379845647 
1964,菲律宾,5271404668 
1964,巴基斯坦,5204955900 
1964,秘鲁,4356913870 
1964,葡萄牙,4235608177 
1964,泰国,3889129942 
1964,韩国,3458939357 
1964,以色列,3405333333 
1964,阿尔及利亚,2909351792 
1964,刚果（金）,2881545272 
1964,摩洛哥,2798339768 
1964,爱尔兰,2766608945 
1964,马来西亚,2674441395 
1964,波多黎各,2570500000 
1964,伊拉克,2340521142 
1964,香港,2206466461 
1964,乌拉圭,1975701816 
1964,加纳,1731296118 
1964,苏丹,1611333333 
1964,叙利亚,1339494290 
1964,斯里兰卡,1309747899 
1964,危地马拉,1299099900 
1964,津巴布韦,1217138000 
1964,厄瓜多尔,1156150890 
1964,多米尼加,1025599900 
1964,肯尼亚,998759333 
1964,塞内加尔,939145851 
1964,科特迪瓦,921063266 
1964,卢森堡,903158753 
1964,牙买加,897931401 
1964,新加坡,894159153 
1964,赞比亚,839428571 
1964,玻利维亚,812543072 
1964,马达加斯加,802482182 
1964,阿富汗,800000044 
1964,柬埔寨,782857128 
1964,喀麦隆,782384527 
1964,巴拿马,776137500 
1964,特立尼达和多巴哥,711893367 
1964,乌干达,589056603 
1964,尼日尔,582816358 
1964,哥斯达黎加,542578367 
1964,尼泊尔,496098775 
1964,洪都拉斯,457000000 
1964,冰岛,434267936 
1964,布基纳法索,410321785 
1964,乍得,392247517 
1964,塞拉利昂,371848114 
1964,尼加拉瓜,341973758 
1964,海地,325281200 
1964,巴布亚新几内亚,305312043 
1964,贝宁,269818988 
1964,巴哈马,266666666 
1964,布隆迪,260750008 
1964,索马里,229529912 
1964,利比里亚,218929100 
1964,加蓬,215679855 
1964,圭亚那,194773376 
1964,马拉维,194736105 
1964,刚果（布）,185693724 
1964,多哥,166104067 
1964,毛里塔尼亚,151897202 
1964,中非,142025069 
1964,斐济群岛,140032741 
1964,苏里南,134400000 
1964,卢旺达,129999994 
1964,百慕大,107566650 
1964,斯威士兰,64979280 
1964,莱索托,51938961 
1964,博茨瓦纳,41613969 
1964,伯利兹,36193826 
1964,塞舌尔,15393032 
1964,圣文森特和格林纳丁斯,14758210 
1964,圣基茨和尼维斯,13416554 
1964,赤道几内亚,12712471 
1965,美国,743700000000 
1965,英国,101825000000 
1965,法国,101537000000 
1965,日本,90950278257 
1965,中国,70436266146 
1965,意大利,67978153850 
1965,印度,59554854574 
1965,加拿大,54515179580 
1965,阿根廷,28344705966 
1965,澳大利亚,25936835031 
1965,瑞典,24795499685 
1965,西班牙,24756958694 
1965,墨西哥,21840000000 
1965,巴西,21790035117 
1965,荷兰,21000586933 
1965,比利时,17371457607 
1965,瑞士,15346741669 
1965,土耳其,11966666666 
1965,南非,11334395470 
1965,丹麦,10678897387 
1965,奥地利,9994070615 
1965,芬兰,8589340019 
1965,委内瑞拉,8427777777 
1965,挪威,8058681060 
1965,希腊,7689154053 
1965,伊朗,6197319929 
1965,智利,6026593750 
1965,巴基斯坦,5929231415 
1965,孟加拉,5906636557 
1965,尼日利亚,5874422511 
1965,菲律宾,5784398976 
1965,哥伦比亚,5760761904 
1965,新西兰,5654463586 
1965,秘鲁,5166861068 
1965,埃及,4948667540 
1965,葡萄牙,4687464054 
1965,泰国,4388937649 
1965,刚果（金）,4043901818 
1965,以色列,3663333333 
1965,阿尔及利亚,3136258896 
1965,韩国,3120833333 
1965,马来西亚,2956356984 
1965,摩洛哥,2948325264 
1965,爱尔兰,2945704142 
1965,波多黎各,2881500000 
1965,香港,2435078534 
1965,厄瓜多尔,2387048255 
1965,科威特,2097451694 
1965,加纳,2053462872 
1965,乌拉圭,1890769326 
1965,斯里兰卡,1698319327 
1965,苏丹,1679333333 
1965,叙利亚,1472036550 
1965,危地马拉,1331399900 
1965,津巴布韦,1311435800 
1965,赞比亚,1082857142 
1965,阿富汗,1006666637 
1965,肯尼亚,997919319 
1965,突尼斯,991047619 
1965,新加坡,974650463 
1965,牙买加,972140557 
1965,塞内加尔,955834893 
1965,卢森堡,921600736 
1965,科特迪瓦,919771356 
1965,玻利维亚,908874537 
1965,多米尼加,888100000 
1965,乌干达,884873949 
1965,萨尔瓦多,877720000 
1965,柬埔寨,868571428 
1965,巴拿马,852485300 
1965,马达加斯加,833563472 
1965,喀麦隆,814139855 
1965,特立尼达和多巴哥,736568861 
1965,尼泊尔,735267082 
1965,尼日尔,673383604 
1965,约旦,599831979 
1965,哥斯达黎加,592981162 
1965,尼加拉瓜,566542872 
1965,冰岛,523694949 
1965,洪都拉斯,508650000 
1965,巴拉圭,443587301 
1965,布基纳法索,422916848 
1965,乍得,416926302 
1965,塞拉利昂,359379856 
1965,海地,353251800 
1965,巴布亚新几内亚,344159480 
1965,巴哈马,300392156 
1965,贝宁,289908720 
1965,索马里,243724533 
1965,马拉维,229455410 
1965,利比里亚,229260800 
1965,加蓬,226474285 
1965,圭亚那,213235294 
1965,刚果（布）,198318063 
1965,多哥,187300336 
1965,法属波利尼西亚,176534589 
1965,毛里塔尼亚,172767212 
1965,新喀里多尼亚,159594493 
1965,布隆迪,158994962 
1965,苏里南,154150000 
1965,中非,150574816 
1965,卢旺达,148799980 
1965,斐济群岛,147084750 
1965,百慕大,114339048 
1965,文莱,114040245 
1965,斯威士兰,70278594 
1965,赤道几内亚,64748333 
1965,阿曼,63287594 
1965,莱索托,54878902 
1965,博茨瓦纳,45790869 
1965,伯利兹,40069930 
1965,塞舌尔,15603032 
1965,圣文森特和格林纳丁斯,15108207 
1965,圣基茨和尼维斯,13593932 
1966,美国,815000000000 
1966,法国,110046000000 
1966,英国,108573000000 
1966,日本,105628000000 
1966,中国,76720285969 
1966,意大利,73654870011 
1966,加拿大,61088384036 
1966,印度,45865462033 
1966,西班牙,28721062242 
1966,阿根廷,28630474727 
1966,澳大利亚,27268451114 
1966,巴西,27062716577 
1966,瑞典,26971486546 
1966,墨西哥,24320000000 
1966,荷兰,22867203317 
1966,比利时,18651883472 
1966,瑞士,16480058704 
1966,土耳其,14100000000 
1966,南非,12354995062 
1966,丹麦,11931739858 
1966,奥地利,10887682273 
1966,芬兰,9208524504 
1966,委内瑞拉,8781333333 
1966,挪威,8696460205 
1966,希腊,8591517943 
1966,智利,7072641025 
1966,伊朗,6789938673 
1966,巴基斯坦,6561108777 
1966,孟加拉,6439687598 
1966,菲律宾,6371459304 
1966,尼日利亚,6366792664 
1966,秘鲁,6113607728 
1966,新西兰,5863733230 
1966,哥伦比亚,5428518518 
1966,泰国,5279230817 
1966,埃及,5278005611 
1966,葡萄牙,5135387845 
1966,刚果（金）,4532660181 
1966,以色列,3980000000 
1966,韩国,3928908380 
1966,波多黎各,3170500000 
1966,马来西亚,3143538481 
1966,爱尔兰,3104034393 
1966,阿尔及利亚,3039834558 
1966,摩洛哥,2876395613 
1966,香港,2489845016 
1966,厄瓜多尔,2429309513 
1966,科威特,2391486978 
1966,加纳,2126300573 
1966,乌拉圭,1809183974 
1966,斯里兰卡,1751470588 
1966,苏丹,1723000000 
1966,阿富汗,1399999966 
1966,危地马拉,1390700000 
1966,叙利亚,1342287556 
1966,津巴布韦,1281749500 
1966,赞比亚,1264285714 
1966,肯尼亚,1164519673 
1966,牙买加,1096738065 
1966,新加坡,1096432771 
1966,突尼斯,1040952380 
1966,科特迪瓦,1024103034 
1966,玻利维亚,994044553 
1966,塞内加尔,984942988 
1966,多米尼加,983900000 
1966,卢森堡,968440149 
1966,萨尔瓦多,929520000 
1966,巴拿马,928833000 
1966,乌干达,925770308 
1966,柬埔寨,914285714 
1966,尼泊尔,906811943 
1966,马达加斯加,900264583 
1966,喀麦隆,853268771 
1966,特立尼达和多巴哥,723735635 
1966,尼日尔,702296184 
1966,约旦,658078969 
1966,哥斯达黎加,647305630 
1966,冰岛,628893310 
1966,尼加拉瓜,606671444 
1966,洪都拉斯,549950000 
1966,巴拉圭,465888888 
1966,布基纳法索,433889831 
1966,乍得,432794922 
1966,巴布亚新几内亚,390973233 
1966,塞拉利昂,375479849 
1966,海地,368948600 
1966,巴哈马,340000000 
1966,贝宁,302925280 
1966,马拉维,260394792 
1966,索马里,257374455 
1966,加蓬,245849781 
1966,利比里亚,244459500 
1966,圭亚那,228705882 
1966,刚果（布）,220613582 
1966,多哥,216136263 
1966,法属波利尼西亚,215659455 
1966,苏里南,190350000 
1966,毛里塔尼亚,180340652 
1966,布隆迪,165444571 
1966,新喀里多尼亚,164206537 
1966,中非,157930041 
1966,斐济群岛,150603925 
1966,百慕大,134173373 
1966,文莱,132758395 
1966,卢旺达,124525702 
1966,斯威士兰,76858462 
1966,赤道几内亚,69110000 
1966,阿曼,67768132 
1966,莱索托,56698866 
1966,博茨瓦纳,51464435 
1966,伯利兹,44405594 
1966,冈比亚,44212353 
1966,塞舌尔,16443034 
1966,圣文森特和格林纳丁斯,16099865 
1966,圣基茨和尼维斯,14469078 
1967,美国,861700000000 
1967,日本,123782000000 
1967,法国,118973000000 
1967,英国,113117000000 
1967,意大利,81133120065 
1967,中国,72881631326 
1967,加拿大,65668655501 
1967,印度,50134942203 
1967,西班牙,31647119228 
1967,巴西,30591834053 
1967,澳大利亚,30397580916 
1967,瑞典,29275995674 
1967,墨西哥,26560000000 
1967,荷兰,25087562181 
1967,阿根廷,24256667553 
1967,比利时,19992040788 
1967,瑞士,17740013179 
1967,土耳其,15644444444 
1967,南非,13777394494 
1967,丹麦,13059064374 
1967,奥地利,11579431668 
1967,挪威,9514496703 
1967,芬兰,9368954010 
1967,希腊,9275600800 
1967,委内瑞拉,9250000000 
1967,伊朗,7555383689 
1967,巴基斯坦,7464510709 
1967,孟加拉,7253575399 
1967,智利,7013196078 
1967,菲律宾,6809134235 
1967,秘鲁,6204253758 
1967,新西兰,5961418093 
1967,哥伦比亚,5825170438 
1967,葡萄牙,5740241165 
1967,印尼,5667756644 
1967,泰国,5638461442 
1967,埃及,5605484298 
1967,尼日利亚,5203135937 
1967,韩国,4855907141 
1967,以色列,4030000000 
1967,波多黎各,3532700000 
1967,刚果（金）,3384063371 
1967,阿尔及利亚,3370843065 
1967,爱尔兰,3343636773 
1967,马来西亚,3188945511 
1967,摩洛哥,3046339294 
1967,香港,2692474989 
1967,厄瓜多尔,2553596091 
1967,科威特,2441893027 
1967,苏丹,1865666666 
1967,斯里兰卡,1859465020 
1967,加纳,1747187539 
1967,阿富汗,1673333417 
1967,乌拉圭,1597721080 
1967,叙利亚,1580229795 
1967,危地马拉,1453500000 
1967,津巴布韦,1397002000 
1967,赞比亚,1368000000 
1967,新加坡,1238043904 
1967,肯尼亚,1232559505 
1967,牙买加,1148025407 
1967,突尼斯,1085714285 
1967,玻利维亚,1084059814 
1967,科特迪瓦,1082922892 
1967,多米尼加,1034800000 
1967,巴拿马,1034376400 
1967,塞内加尔,984605369 
1967,萨尔瓦多,976200000 
1967,卢森堡,974721762 
1967,乌干达,967647058 
1967,柬埔寨,962857134 
1967,马达加斯加,956436931 
1967,喀麦隆,934079050 
1967,尼泊尔,841974025 
1967,特立尼达和多巴哥,761981474 
1967,哥斯达黎加,699456618 
1967,尼日尔,665586975 
1967,尼加拉瓜,657171436 
1967,约旦,631755810 
1967,冰岛,621225962 
1967,洪都拉斯,598100000 
1967,巴拉圭,492674603 
1967,布基纳法索,450753993 
1967,乍得,449826322 
1967,巴布亚新几内亚,441706910 
1967,巴哈马,390196078 
1967,海地,369124200 
1967,塞拉利昂,348795303 
1967,贝宁,306222000 
1967,马里,275494520 
1967,索马里,271780364 
1967,加蓬,271543680 
1967,马拉维,269814968 
1967,利比里亚,261024300 
1967,圭亚那,250176470 
1967,刚果（布）,237397428 
1967,多哥,231706475 
1967,法属波利尼西亚,220984369 
1967,苏里南,220700000 
1967,毛里塔尼亚,191221776 
1967,新喀里多尼亚,180036768 
1967,布隆迪,178297142 
1967,中非,163820538 
1967,斐济群岛,162625885 
1967,卢旺达,159560018 
1967,百慕大,155102984 
1967,文莱,139030445 
1967,阿曼,107152720 
1967,斯威士兰,74758504 
1967,赤道几内亚,72317446 
1967,莱索托,59260814 
1967,博茨瓦纳,58646443 
1967,伯利兹,47379310 
1967,冈比亚,46695363 
1967,所罗门群岛,25203524 
1967,圣基茨和尼维斯,16742338 
1967,塞舌尔,16632032 
1967,圣文森特和格林纳丁斯,15835177 
1968,美国,942500000000 
1968,日本,146601000000 
1968,法国,129785000000 
1968,英国,107760000000 
1968,意大利,87942231678 
1968,加拿大,71829810519 
1968,中国,70846535055 
1968,印度,53085455870 
1968,巴西,33875881876 
1968,澳大利亚,32665472057 
1968,西班牙,31475548481 
1968,瑞典,31066819929 
1968,墨西哥,29360000000 
1968,荷兰,27817605743 
1968,阿根廷,26436857247 
1968,比利时,21376353113 
1968,瑞士,18942729779 
1968,土耳其,17500000000 
1968,南非,14894594048 
1968,丹麦,13505573866 
1968,奥地利,12440625312 
1968,挪威,10159934136 
1968,希腊,10090675902 
1968,委内瑞拉,10034444444 
1968,芬兰,8823033880 
1968,伊朗,8623172959 
1968,巴基斯坦,8041999160 
1968,菲律宾,7591603053 
1968,孟加拉,7483685473 
1968,智利,7167086956 
1968,印尼,7076465295 
1968,葡萄牙,6354262628 
1968,韩国,6119284294 
1968,泰国,6081009427 
1968,哥伦比亚,5960212869 
1968,埃及,5932242990 
1968,秘鲁,5736083835 
1968,尼日利亚,5200895982 
1968,新西兰,5180597620 
1968,以色列,4619000000 
1968,沙特阿拉伯,4187777711 
1968,波多黎各,3941700000 
1968,刚果（金）,3909780538 
1968,阿尔及利亚,3852115816 
1968,马来西亚,3330393309 
1968,爱尔兰,3278584478 
1968,摩洛哥,3271415867 
1968,伊拉克,2896947633 
1968,香港,2716964388 
1968,科威特,2663119574 
1968,厄瓜多尔,2582180794 
1968,苏丹,1947333333 
1968,斯里兰卡,1801344537 
1968,叙利亚,1753746369 
1968,加纳,1666910166 
1968,危地马拉,1610500000 
1968,赞比亚,1605857142 
1968,乌拉圭,1593675330 
1968,津巴布韦,1479599900 
1968,新加坡,1425715405 
1968,阿富汗,1373333366 
1968,肯尼亚,1353295457 
1968,科特迪瓦,1281281245 
1968,突尼斯,1214666666 
1968,巴拿马,1112791100 
1968,牙买加,1083883355 
1968,多米尼加,1079100000 
1968,卢森堡,1066447130 
1968,柬埔寨,1065714248 
1968,喀麦隆,1053077155 
1968,乌干达,1037815126 
1968,塞内加尔,1034293645 
1968,马达加斯加,1031669636 
1968,萨尔瓦多,1009760100 
1968,玻利维亚,857912457 
1968,哥斯达黎加,773841494 
1968,尼泊尔,772228643 
1968,特立尼达和多巴哥,758899950 
1968,尼加拉瓜,695899980 
1968,洪都拉斯,646800000 
1968,尼日尔,641214210 
1968,约旦,561187342 
1968,巴拉圭,517650793 
1968,巴布亚新几内亚,485160824 
1968,冰岛,474399471 
1968,布基纳法索,460442864 
1968,乍得,453980096 
1968,巴哈马,444901960 
1968,海地,367968800 
1968,马里,343771964 
1968,塞拉利昂,329860091 
1968,贝宁,326323097 
1968,加蓬,294468564 
